UID	Symbol	Pearson rho	Pearson p-value	Cell State
LASP1	LASP1	0.17335311871835715	2.558219106650029e-18	1
LARP7	LARP7	0.17320776269707353	2.7318932076857066e-18	1
SLC29A1	SLC29A1	0.17310115527595574	2.8666162119394496e-18	1
PLOD3	PLOD3	0.1729343940861299	3.09061457589174e-18	1
GDI1	GDI1	0.1729091035134113	3.126061004505968e-18	1
FAM162A	FAM162A	0.1726164276142487	3.56662093193362e-18	1
ACSL1	ACSL1	0.17216102675619288	4.376755993358677e-18	1
MINOS1	MINOS1	0.17215030857140176	4.3978622427292114e-18	1
PPP1R7	PPP1R7	0.17189531908638397	4.930679527147016e-18	1
CRELD2	CRELD2	0.17163632327247738	5.536996196199186e-18	1
VTI1B	VTI1B	0.1714742914875067	5.9531236288758305e-18	1
RNF135	RNF135	0.1711069986072779	7.014045592445663e-18	1
RARS	RARS	0.1709107457576623	7.655264961581008e-18	1
DERL1	DERL1	0.17059118426762102	8.825231141392951e-18	1
HK1	HK1	0.17039061648665718	9.647869227798847e-18	1
COX5B	COX5B	0.17020168608098996	1.0491749236839647e-17	1
CERS6	CERS6	0.17013225703298965	1.0819816986408359e-17	1
MPND	MPND	0.17011155943107256	1.091956091403691e-17	1
FAM50A	FAM50A	0.17005032293624345	1.1220007357884575e-17	1
PSMB1	PSMB1	0.17004474267989161	1.1247787883779769e-17	1
SDAD1	SDAD1	0.16970014420152008	1.3101407483288799e-17	1
GSS	GSS	0.16955702390540703	1.395702177250244e-17	1
NDUFS7	NDUFS7	0.16943833649034917	1.4708182604641826e-17	1
PSEN2	PSEN2	0.16933864583932476	1.5369815153481742e-17	1
STIP1	STIP1	0.1693149016353983	1.553168025983522e-17	1
FMNL3	FMNL3	0.16926541903054837	1.58744263500487e-17	1
MECR	MECR	0.16925991669905271	1.591299656930592e-17	1
MRPL4	MRPL4	0.1692325194843386	1.610642543051914e-17	1
PIGT	PIGT	0.16905592853488144	1.7410023144696536e-17	1
PICALM	PICALM	0.16887354423849155	1.886557947101196e-17	1
CCT8	CCT8	0.16882289877147533	1.929062816711898e-17	1
APEX2	APEX2	0.1687732226243916	1.9716711574065262e-17	1
RELT	RELT	0.16856698601052544	2.1587121055775352e-17	1
MYO1E	MYO1E	0.1683523087869634	2.371991342942983e-17	1
COPS5	COPS5	0.1680397650481481	2.7201261900071224e-17	1
NAGLU	NAGLU	0.16793534832836568	2.847303562242347e-17	1
NDUFB7	NDUFB7	0.16792120738558963	2.864971611727697e-17	1
TMEM179B	TMEM179B	0.16779643339269654	3.02562612243819e-17	1
STX7	STX7	0.16779508226641246	3.027413508383364e-17	1
TMBIM6	TMBIM6	0.16760633265127414	3.287615484435682e-17	1
ERAP1	ERAP1	0.16752986482511947	3.3991986147729877e-17	1
RAB1A	RAB1A	0.16750763431565205	3.432332551167965e-17	1
VPS53	VPS53	0.16748169433994786	3.4713980480470864e-17	1
SOWAHC	SOWAHC	0.16735230232571374	3.672904536253868e-17	1
SAMD9	SAMD9	0.16727380459183464	3.800726442062584e-17	1
MAD1L1	MAD1L1	0.16722958729884785	3.8746483183975795e-17	1
PSMC2	PSMC2	0.1671768885732912	3.9646023340077135e-17	1
STX18	STX18	0.1666277832036383	5.0334277104596207e-17	1
PA2G4	PA2G4	0.16661317540951834	5.0654356860754983e-17	1
IFIT1	IFIT1	0.16622774398443252	5.986389996375607e-17	1
MRPL15	MRPL15	0.166127301224458	6.25233904578256e-17	1
SNF8	SNF8	0.16572714996604132	7.432442077306533e-17	1
IAH1	IAH1	0.1655627915778683	7.978470475439685e-17	1
SESN2	SESN2	0.1654852016308594	8.249793951791152e-17	1
RALBP1	RALBP1	0.16526427604841454	9.073149718730948e-17	1
RAB8A	RAB8A	0.16511908192819885	9.657833195127632e-17	1
JOSD2	JOSD2	0.16503419433795818	1.0016706988675181e-16	1
SPCS3	SPCS3	0.16500081886463322	1.0161377834486698e-16	1
CANX	CANX	0.1649138101983677	1.0548281698604847e-16	1
CTNNBL1	CTNNBL1	0.16491040641471258	1.0563708886440663e-16	1
RRAGD	RRAGD	0.16488542323949928	1.0677624305690609e-16	1
HPRT1	HPRT1	0.16486635089185758	1.0765402252461852e-16	1
RNF181	RNF181	0.16482508828246106	1.0957748642684914e-16	1
IFI44L	IFI44L	0.16433193430981158	1.3535949214607767e-16	1
PIK3CB	PIK3CB	0.1641252769223788	1.4786317422092903e-16	1
UTP18	UTP18	0.16412484086779106	1.4789072483074e-16	1
TMEM220	TMEM220	0.16388414049792568	1.6389682420470062e-16	1
GGA1	GGA1	0.1638709765194228	1.6481980817341318e-16	1
PFDN1	PFDN1	0.16351332890875467	1.9195220696223013e-16	1
NDUFA9	NDUFA9	0.16339062368709142	2.0223943408221803e-16	1
CORO7	CORO7	0.16336920229881388	2.0409020616824693e-16	1
CBR1	CBR1	0.16304042590324855	2.346805869995466e-16	1
SLC4A8	SLC4A8	0.16301903238060172	2.3682069311359297e-16	1
USP32	USP32	0.16290316524198512	2.487498747802606e-16	1
NTAN1	NTAN1	0.1628536255373408	2.540291429905581e-16	1
TCEB1	TCEB1	0.16260013965706901	2.8281852536514414e-16	1
IQGAP2	IQGAP2	0.16245131988386163	3.011937378516746e-16	1
TIMM10	TIMM10	0.16231309626296056	3.193114660778244e-16	1
ITPK1	ITPK1	0.16215983054713323	3.406574651240626e-16	1
PDIA6	PDIA6	0.16211100141124798	3.4774884060029307e-16	1
HSPA1A	HSPA1A	0.16205979535334117	3.5534160981463433e-16	1
CCDC88B	CCDC88B	0.16177934232428343	3.9991529276286143e-16	1
DENND2D	DENND2D	0.16169476415256423	4.144075326096784e-16	1
VARS	VARS	0.16167525654043083	4.178228291003597e-16	1
MRPL51	MRPL51	0.16162722814899966	4.2634999728929206e-16	1
REL	REL	0.1614233193489475	4.645021482960359e-16	1
ACOT2	ACOT2	0.16132807147892217	4.834568836012647e-16	1
SDHD	SDHD	0.1609985205657894	5.55105772227041e-16	1
SLC16A10	SLC16A10	0.160506846967083	6.818453990637644e-16	1
SLC27A3	SLC27A3	0.16042931492331444	7.042773273036462e-16	1
CYC1	CYC1	0.1604185290890671	7.07454966477142e-16	1
RTFDC1	RTFDC1	0.16023172699199606	7.647827790241931e-16	1
TMEM147	TMEM147	0.15995364320831879	8.586938788872178e-16	1
THYN1	THYN1	0.15983359364903524	9.026627094439243e-16	1
RNPEPL1	RNPEPL1	0.1595371490159281	1.0209566600154322e-15	1
RASSF4	RASSF4	0.15933857752106348	1.1086001679310502e-15	1
CHDH	CHDH	0.1593179852639773	1.1181022127189175e-15	1
MCM5	MCM5	0.15899310721056448	1.2790693809776594e-15	1
MRPS16	MRPS16	0.15868864548067496	1.4505249984670431e-15	1
TMEM127	TMEM127	0.1585799193388203	1.5170802870086567e-15	1
IMPDH1	IMPDH1	0.158320241542011	1.688444177392154e-15	1
CYB561D2	CYB561D2	0.15828285205701667	1.71463787243671e-15	1
PSMD3	PSMD3	0.15823627201294854	1.747830231104377e-15	1
ATG7	ATG7	0.15823218957760668	1.7507692891419796e-15	1
DYNLT3	DYNLT3	0.15819369105253261	1.7787257764629027e-15	1
OS9	OS9	0.1581786991965439	1.789730888231928e-15	1
TUBA1C	TUBA1C	0.1580377554850763	1.896525913606291e-15	1
FNDC3B	FNDC3B	0.15796649496446022	1.952883915810972e-15	1
KIAA0930	KIAA0930	0.1579491622731261	1.9668391992106855e-15	1
HEXDC	HEXDC	0.15790277247264817	2.0046743120100246e-15	1
CD2BP2	CD2BP2	0.15788785782033565	2.0169900693943505e-15	1
TCP1	TCP1	0.15781501548893145	2.078217730369507e-15	1
PHTF2	PHTF2	0.15777367843358667	2.1137734355767305e-15	1
TRAPPC3	TRAPPC3	0.15769112984631578	2.186577859877499e-15	1
PARL	PARL	0.15765156329504923	2.22234341825885e-15	1
MOSPD1	MOSPD1	0.15741153538206518	2.4519857505605675e-15	1
PSMD1	PSMD1	0.15706547789417266	2.8247045151660042e-15	1
ACAA1	ACAA1	0.15690911671019916	3.010893277448634e-15	1
RAD23A	RAD23A	0.1568294521130605	3.1103467412875006e-15	1
STIM1	STIM1	0.15653932037226415	3.5006361909764563e-15	1
HILPDA	HILPDA	0.15644524039913707	3.637252102793794e-15	1
DDOST	DDOST	0.15638308843069504	3.730368305045739e-15	1
CCT7	CCT7	0.1561593327497229	4.085435033448805e-15	1
ZMAT2	ZMAT2	0.1557904516040043	4.744709599328624e-15	1
SLC12A6	SLC12A6	0.15574825091569278	4.826502034229778e-15	1
TUBG1	TUBG1	0.15569367484753213	4.934339979167328e-15	1
MOSPD2	MOSPD2	0.15567255916442113	4.976695859088073e-15	1
MTCH2	MTCH2	0.1556614312358654	4.9991610515413226e-15	1
MX2	MX2	0.15562933397456852	5.064519783248267e-15	1
DLD	DLD	0.15545494923240571	5.43457952912349e-15	1
GPR85	GPR85	0.15545001970211708	5.4454180576047804e-15	1
FAM192A	FAM192A	0.15532467927266713	5.7282609612704506e-15	1
C1QBP	C1QBP	0.15527361765804235	5.847585960505862e-15	1
FARSA	FARSA	0.15514296478365347	6.1641523997843705e-15	1
TMED5	TMED5	0.15487401261745104	6.869815971221698e-15	1
COX5A	COX5A	0.15471472911810272	7.324593530844063e-15	1
FRG1	FRG1	0.15436652226928657	8.424401703906736e-15	1
RRP12	RRP12	0.15428832159107211	8.692895407370458e-15	1
MRTO4	MRTO4	0.15419370498200047	9.029021707667494e-15	1
PSMC1	PSMC1	0.15402078803616487	9.676656990264737e-15	1
MGMT	MGMT	0.15385777313518925	1.0328940079838383e-14	1
EMG1	EMG1	0.1535165171830367	1.1837607540037777e-14	1
ENY2	ENY2	0.15351558918900005	1.1841991986271237e-14	1
CMTM7	CMTM7	0.1534859177596114	1.1983024029770752e-14	1
NARS	NARS	0.15323304034857238	1.3253962755401006e-14	1
SNAPIN	SNAPIN	0.15298119421738293	1.4651213182868783e-14	1
SF3B4	SF3B4	0.15289326445141302	1.5172382947344636e-14	1
PPP2R1A	PPP2R1A	0.15278746897365078	1.5823647066517164e-14	1
CAPZA2	CAPZA2	0.15277415839793368	1.5907507599869765e-14	1
PPM1G	PPM1G	0.15268108852597437	1.6506209759128887e-14	1
ATP6V1H	ATP6V1H	0.1525425907924486	1.743837211690623e-14	1
CCT2	CCT2	0.15226797106852952	1.9442351904470276e-14	1
ILF2	ILF2	0.15221868178288284	1.9825259878702814e-14	1
MTX1	MTX1	0.15210649162744586	2.0724676492233866e-14	1
SLC35B4	SLC35B4	0.15205005065015925	2.1192205185372852e-14	1
PDHA1	PDHA1	0.15191353316424366	2.2366343965799247e-14	1
CTDSP1	CTDSP1	0.15189715280192487	2.2511453063956072e-14	1
NDUFB3	NDUFB3	0.15164539792942866	2.4861653729081098e-14	1
ATP5H	ATP5H	0.15161591056592288	2.5152233194357866e-14	1
BTF3	BTF3	0.1515797943341264	2.5512687625988857e-14	1
SP110	SP110	0.15147019631663078	2.663788949219978e-14	1
NPTN	NPTN	0.1514120930957292	2.725405477292282e-14	1
SDF4	SDF4	0.15141147476447514	2.726068673137596e-14	1
SNX6	SNX6	0.15134870376594806	2.794226170163689e-14	1
P2RX1	P2RX1	0.15130770698044807	2.839642333513787e-14	1
CHID1	CHID1	0.15113452776230793	3.0396299935620417e-14	1
TRADD	TRADD	0.1509639045863456	3.250184184670198e-14	1
VAMP3	VAMP3	0.15095315667862727	3.2639171274889057e-14	1
MRPL47	MRPL47	0.1508771856818025	3.362627343986514e-14	1
RNPEP	RNPEP	0.1505449753152074	3.829871928241528e-14	1
PARK7	PARK7	0.15050761562456655	3.886250982766412e-14	1
FNTA	FNTA	0.15022452416773416	4.3408022065280844e-14	1
ZNF385A	ZNF385A	0.15015415759451267	4.4616614766754714e-14	1
EIF2B3	EIF2B3	0.15014820312224078	4.472039132230991e-14	1
FAM173A	FAM173A	0.14974115925280418	5.2406200185625405e-14	1
DCTPP1	DCTPP1	0.149721095102618	5.28168973931198e-14	1
AKIP1	AKIP1	0.1496015271120359	5.533075533804876e-14	1
NIT1	NIT1	0.14955214344378626	5.640299776826588e-14	1
NSMCE1	NSMCE1	0.14942391776545919	5.928334411316521e-14	1
DNPEP	DNPEP	0.14937840800684973	6.033999347897062e-14	1
PIP5K1C	PIP5K1C	0.1493478764938775	6.10592254002142e-14	1
IMMT	IMMT	0.1492561608946126	6.32708085712689e-14	1
PDSS1	PDSS1	0.14908009319650187	6.773919790824989e-14	1
CDK5	CDK5	0.14901352301733467	6.950823747293713e-14	1
UQCRC2	UQCRC2	0.14885168431632348	7.400043993664847e-14	1
PUF60	PUF60	0.14870916719459784	7.81916621279297e-14	1
GRHPR	GRHPR	0.14865176239288658	7.994497290864479e-14	1
EIF2S2	EIF2S2	0.14853141367635575	8.374707844820173e-14	1
MB21D1	MB21D1	0.14829192546887804	9.184906573495919e-14	1
CBL	CBL	0.14822831219922747	9.4127499004928e-14	1
CMAS	CMAS	0.14810935936746014	9.853796382153917e-14	1
TOR1A	TOR1A	0.14807666716422777	9.978525774850358e-14	1
ANXA7	ANXA7	0.1480356015484345	1.0137401211224824e-13	1
SFXN3	SFXN3	0.14794665623625589	1.0490081769129773e-13	1
KSR1	KSR1	0.14789630693182795	1.0695036836369471e-13	1
AP1S1	AP1S1	0.14783361487369992	1.0955739237844896e-13	1
MGAT5	MGAT5	0.1477445050334577	1.1337070762398e-13	1
DMXL2	DMXL2	0.14762957040235095	1.1848216129376476e-13	1
RFK	RFK	0.1475893473008909	1.203239215473329e-13	1
ME2	ME2	0.1475701578649559	1.2121245794216647e-13	1
DDX39A	DDX39A	0.14732033787411258	1.3338502750901765e-13	1
ARHGEF6	ARHGEF6	0.1472454579860984	1.3726195240556285e-13	1
BAZ1A	BAZ1A	0.14715518109480275	1.4208340107763444e-13	1
PSMD10	PSMD10	0.14708731848384857	1.458168929519866e-13	1
TIMMDC1	TIMMDC1	0.14707042059777892	1.4676141800019388e-13	1
DNAJC3	DNAJC3	0.146972221238387	1.5237046717570978e-13	1
AGFG1	AGFG1	0.14690402738890032	1.5638894307218448e-13	1
GTDC1	GTDC1	0.146846536791091	1.5985741177876357e-13	1
DARS	DARS	0.14683549087388598	1.6053242201714742e-13	1
SUPT4H1	SUPT4H1	0.1467666874825691	1.6480041854116744e-13	1
GADD45GIP1	GADD45GIP1	0.14671337794827877	1.6818373232307003e-13	1
DIAPH1	DIAPH1	0.14670834781680134	1.6850647118778607e-13	1
PTPN18	PTPN18	0.14667216273872957	1.7084613685324232e-13	1
FAM102B	FAM102B	0.14639130936018022	1.9012327399654712e-13	1
COMMD1	COMMD1	0.14632764772804663	1.9478127681547647e-13	1
DCTN2	DCTN2	0.14621947196743806	2.0295455436658943e-13	1
TMLHE	TMLHE	0.14617188719380406	2.0665561486723243e-13	1
SCAMP2	SCAMP2	0.14594073349981765	2.255983561871341e-13	1
SP140L	SP140L	0.14590112363168375	2.290111385170083e-13	1
PCYT1A	PCYT1A	0.145864028647497	2.322531724559117e-13	1
ZNF589	ZNF589	0.1457847645841059	2.3933245343033325e-13	1
DYNLRB1	DYNLRB1	0.145726051179224	2.44712457366836e-13	1
SCNM1	SCNM1	0.14563437128044956	2.5335153107427e-13	1
BANF1	BANF1	0.145574755321987	2.591291051603357e-13	1
ERAP2	ERAP2	0.14552348683783606	2.6420099366876085e-13	1
PSMF1	PSMF1	0.14541195854162753	2.7557320705553734e-13	1
ETFA	ETFA	0.14538363127448237	2.785373452270771e-13	1
ABHD12	ABHD12	0.14533513255212988	2.8368503133356174e-13	1
ADSL	ADSL	0.14532678389342144	2.8458053592142985e-13	1
CCT4	CCT4	0.1453157692811231	2.8576624606572187e-13	1
NEDD8	NEDD8	0.145300351273263	2.874341253773247e-13	1
PELO	PELO	0.1451884422861951	2.9982988260332845e-13	1
DNMT3A	DNMT3A	0.14497173785137835	3.2534341357133325e-13	1
P2RY1	P2RY1	0.14485622853071292	3.3980137008072566e-13	1
ATP5F1	ATP5F1	0.14483656044683155	3.4232521663288704e-13	1
TTL	TTL	0.14477813679885104	3.499312479249687e-13	1
HIBADH	HIBADH	0.14464601196782	3.6774921508427245e-13	1
DCTN6	DCTN6	0.14429491079124962	4.195383553711263e-13	1
NEMF	NEMF	0.14425582490402325	4.2572871069511514e-13	1
ISOC2	ISOC2	0.14418037918780255	4.3793221930636257e-13	1
MED8	MED8	0.14407714162382107	4.551889606758494e-13	1
ARMC8	ARMC8	0.14385125708702945	4.953073916681849e-13	1
POLR2K	POLR2K	0.14377241431223686	5.101114080923896e-13	1
KCTD5	KCTD5	0.14335871714803974	5.951975735550425e-13	1
MFSD10	MFSD10	0.14309391525108583	6.568141068736974e-13	1
MRPS7	MRPS7	0.14307829484953027	6.606380961216101e-13	1
GALNT12	GALNT12	0.14282456648473216	7.258999224086753e-13	1
NHP2	NHP2	0.14278606874928382	7.363394055706269e-13	1
DDX21	DDX21	0.142744126947806	7.478804809369605e-13	1
ABHD3	ABHD3	0.14240178489878164	8.489597813558012e-13	1
G6PC3	G6PC3	0.14222929618876282	9.048490448172055e-13	1
SRM	SRM	0.14202713778287876	9.749559392036693e-13	1
TERF2IP	TERF2IP	0.14193249191824883	1.009583261367983e-12	1
ARHGEF3	ARHGEF3	0.14183130012925896	1.0479398777273044e-12	1
TANC2	TANC2	0.14173469300863611	1.0858905609014614e-12	1
RFC2	RFC2	0.1416361131646766	1.1260050318397894e-12	1
ARL6IP4	ARL6IP4	0.14162368194069433	1.1311656596758604e-12	1
MAP1LC3B	MAP1LC3B	0.14139365238576299	1.2309536760189133e-12	1
UBE2Q2	UBE2Q2	0.14118177616746927	1.3304749073264987e-12	1
TDP2	TDP2	0.14097973373128742	1.4327063481486724e-12	1
MSRB2	MSRB2	0.14071021299523584	1.581151140572533e-12	1
B4GALT7	B4GALT7	0.14041736308413563	1.759553471435255e-12	1
TMEM19	TMEM19	0.14040441441491902	1.7678814544798246e-12	1
HAGH	HAGH	0.14032182466962193	1.8219160021606088e-12	1
CWC15	CWC15	0.14029450540519	1.840143559597723e-12	1
SRSF2	SRSF2	0.14020704762546463	1.8997063930333105e-12	1
VPS35	VPS35	0.14015798587878597	1.9339430422938387e-12	1
TMEM128	TMEM128	0.13984326136644276	2.1684044704318103e-12	1
BRK1	BRK1	0.13977145306005934	2.225683977092816e-12	1
ZNF622	ZNF622	0.13976719918520947	2.229123320049253e-12	1
PYCR2	PYCR2	0.13960896772341844	2.3608246578436564e-12	1
DBR1	DBR1	0.1395814187083625	2.38452145190348e-12	1
NDUFA3	NDUFA3	0.1395740811579001	2.3908721996223952e-12	1
TIPRL	TIPRL	0.13955008311183748	2.4117588280705743e-12	1
AIP	AIP	0.13938029721981132	2.5647270557162183e-12	1
AUP1	AUP1	0.13935866610348396	2.5848859276353865e-12	1
SLC39A3	SLC39A3	0.13913807833412245	2.7995338747993018e-12	1
RCC2	RCC2	0.13889668612481146	3.0544604323332107e-12	1
BPHL	BPHL	0.13880547368855742	3.1565952788955184e-12	1
MRPL35	MRPL35	0.138480030475031	3.5490215223944245e-12	1
YARS2	YARS2	0.13838494580191973	3.672438219030046e-12	1
HADHA	HADHA	0.13825856885185234	3.842999477572439e-12	1
NDUFA1	NDUFA1	0.1381820000210485	3.950089281365298e-12	1
MILR1	MILR1	0.13815731567410347	3.985232207842024e-12	1
ILVBL	ILVBL	0.13810714891048442	4.057600824566136e-12	1
IFFO1	IFFO1	0.1377670117740316	4.583379177651728e-12	1
PELI3	PELI3	0.13757008729368636	4.917704577257066e-12	1
LFNG	LFNG	0.13746392896104426	5.10772600326893e-12	1
SCARB1	SCARB1	0.1374341995992643	5.1622179613494736e-12	1
CHRM3	CHRM3	0.13727430310946506	5.4652109607123335e-12	1
C3orf14	C3orf14	0.13708204686912911	5.852648049959709e-12	1
PEX14	PEX14	0.13699461626313533	6.0376189715765706e-12	1
EIF3M	EIF3M	0.13693372156029335	6.169820210892634e-12	1
POLR3C	POLR3C	0.13676501083435239	6.551074493643322e-12	1
NOL7	NOL7	0.13664044469157388	6.847284726660443e-12	1
MRPS35	MRPS35	0.13658087403921537	6.993537780468973e-12	1
RHOQ	RHOQ	0.1365416625398697	7.091471793437039e-12	1
RRAGA	RRAGA	0.13638121066510667	7.506397113247139e-12	1
DERL2	DERL2	0.1362655415003359	7.820169978280227e-12	1
DEGS1	DEGS1	0.13611905103343627	8.236034078693135e-12	1
NCOR1	NCOR1	0.13605533860898958	8.423590754110015e-12	1
ALG2	ALG2	0.13604446104370915	8.456027438279951e-12	1
PPCS	PPCS	0.13601788491434255	8.535792261696503e-12	1
TP53I3	TP53I3	0.1359641767876729	8.699245764344078e-12	1
SFMBT2	SFMBT2	0.13596197347777134	8.706016283765492e-12	1
ITSN1	ITSN1	0.13555061498304188	1.006479669685235e-11	1
OCIAD1	OCIAD1	0.13536672434097327	1.0737421061638002e-11	1
TRAPPC6A	TRAPPC6A	0.1353522605200368	1.0792154777937462e-11	1
RAP2C	RAP2C	0.13517356802543484	1.1491311604972714e-11	1
CHMP2A	CHMP2A	0.13515349204842114	1.1572579149211808e-11	1
PYURF	PYURF	0.1349426231150547	1.2460901999131716e-11	1
EPRS	EPRS	0.13489257030619625	1.2681368514905184e-11	1
TARS	TARS	0.13474764487655347	1.3341474925572401e-11	1
PEX19	PEX19	0.1347253249060389	1.3446082620595589e-11	1
MAP1S	MAP1S	0.13469581632315705	1.3585614559187296e-11	1
SF3B2	SF3B2	0.13467620801528862	1.3679115610292506e-11	1
SNRPD1	SNRPD1	0.13461732183731012	1.3963713184639252e-11	1
PHF11	PHF11	0.13443601179834277	1.4876869343821024e-11	1
EEA1	EEA1	0.13435641256584216	1.529599267036027e-11	1
GK	GK	0.13415680723348286	1.6398483627650008e-11	1
EXOSC9	EXOSC9	0.13407516645409098	1.6871494869066992e-11	1
CASP7	CASP7	0.13386685946121477	1.813971311698563e-11	1
PGP	PGP	0.13329288706467618	2.213655479558644e-11	1
PPP2R3C	PPP2R3C	0.13326679113260154	2.2337423353520094e-11	1
BAG4	BAG4	0.13324060442596844	2.25407829748278e-11	1
MTIF3	MTIF3	0.13311672689667015	2.3527600652749036e-11	1
CDKN2A	CDKN2A	0.13301276533109183	2.4388284339806336e-11	1
TEX264	TEX264	0.13288094142157636	2.552403194175323e-11	1
WDR46	WDR46	0.13252243492816523	2.8880952095471075e-11	1
NIPSNAP3A	NIPSNAP3A	0.13251701424219528	2.8934886455499755e-11	1
KLHL18	KLHL18	0.13250424250749984	2.9062351596235826e-11	1
RRS1	RRS1	0.13231420572694383	3.1025130645743374e-11	1
B3GNT7	B3GNT7	0.13221051311566553	3.215018715980467e-11	1
SBF2	SBF2	0.13208918842638917	3.351726791611922e-11	1
TMEM60	TMEM60	0.13180988495642357	3.688415865405913e-11	1
MSN	MSN	0.13173089808334926	3.7894863852365607e-11	1
ARHGAP22	ARHGAP22	0.1316733398106888	3.864838105776885e-11	1
APOL2	APOL2	0.13157903859629325	3.9914696432580865e-11	1
HSPD1	HSPD1	0.1314740836032195	4.1371805359754435e-11	1
RNASEH2A	RNASEH2A	0.1313597367064675	4.301852286784905e-11	1
IMP4	IMP4	0.13131021079191907	4.375148227031211e-11	1
GNAI3	GNAI3	0.13118536834260355	4.565370397996368e-11	1
SLC25A6	SLC25A6	0.13113147675816836	4.6499620817015753e-11	1
GHITM	GHITM	0.13106239655355556	4.7606388918452135e-11	1
SLC36A4	SLC36A4	0.13101177923608504	4.843366322992113e-11	1
MAN2B2	MAN2B2	0.13099805273356457	4.8660417116701004e-11	1
PSMC3	PSMC3	0.13099079064582536	4.878080210063865e-11	1
SORT1	SORT1	0.13093097735490147	4.978347712059161e-11	1
HSPBAP1	HSPBAP1	0.13087410963551438	5.0755445902021706e-11	1
TGIF1	TGIF1	0.13084409306057068	5.1275937642056205e-11	1
RSRC1	RSRC1	0.1308218693619351	5.16646582686125e-11	1
EIF4A3	EIF4A3	0.1308072794369831	5.192141954878627e-11	1
RBM22	RBM22	0.13076688555284194	5.263881848304604e-11	1
TRABD	TRABD	0.1306837347144199	5.4146223348093944e-11	1
DNTTIP1	DNTTIP1	0.1306527845472625	5.471801497052941e-11	1
ATP5J2	ATP5J2	0.13056216439229937	5.642634196288198e-11	1
SLC35B1	SLC35B1	0.13044338181861667	5.874472286354875e-11	1
C2orf74	C2orf74	0.13044270105760714	5.875827456014405e-11	1
OSTC	OSTC	0.1303550622439055	6.052863432695133e-11	1
EIF4E	EIF4E	0.13030036223012803	6.165992570499687e-11	1
PTMS	PTMS	0.13023707391472386	6.299464199312389e-11	1
CISD2	CISD2	0.13010856358625986	6.579232279812346e-11	1
C3orf38	C3orf38	0.12996191425985473	6.913340437262981e-11	1
ZCRB1	ZCRB1	0.12994654326321026	6.949305414866358e-11	1
PSMA1	PSMA1	0.12965822037561733	7.658819222300778e-11	1
EPB41L1	EPB41L1	0.1296334245538708	7.723042777879056e-11	1
LZIC	LZIC	0.12959764734818305	7.816637662551554e-11	1
ATP6V1D	ATP6V1D	0.12955786656610305	7.922007798907822e-11	1
GLUD1	GLUD1	0.12948518772051376	8.118113645412265e-11	1
SHISA5	SHISA5	0.12941051772656698	8.324531166083583e-11	1
HCCS	HCCS	0.12936769210270307	8.445223336339636e-11	1
C2orf69	C2orf69	0.12930890089944722	8.61369891857174e-11	1
PLBD2	PLBD2	0.12926695446454592	8.735906169888128e-11	1
MLF2	MLF2	0.12913473123959163	9.132318754825864e-11	1
NCL	NCL	0.12907684333331113	9.311352300528698e-11	1
MAP7D3	MAP7D3	0.12898851008241016	9.591174048451064e-11	1
LRR1	LRR1	0.12883330988036243	1.0102846302149902e-10	1
GPD2	GPD2	0.12877649240234168	1.0296756049056525e-10	1
SLC22A18AS	SLC22A18AS	0.12868856509852578	1.0604027608080669e-10	1
SLC37A2	SLC37A2	0.12863973412291274	1.0778523052162531e-10	1
APOBEC3C	APOBEC3C	0.1285689363081087	1.103650795631163e-10	1
PLCB3	PLCB3	0.1285361950635637	1.1157846587378564e-10	1
RNF7	RNF7	0.12848098958774165	1.1365394974720844e-10	1
PPHLN1	PPHLN1	0.12829052976886746	1.2110800351636432e-10	1
SLC25A11	SLC25A11	0.12812474582557948	1.2798346107283835e-10	1
VPS9D1	VPS9D1	0.1281239852313039	1.2801586690927795e-10	1
DNAJA2	DNAJA2	0.12810071429842115	1.2901123012159808e-10	1
ECHS1	ECHS1	0.12807644733656776	1.3005724756531535e-10	1
LNPEP	LNPEP	0.12806252615171632	1.306610490407798e-10	1
SCO2	SCO2	0.12789744981301993	1.380329694656199e-10	1
ARHGEF10L	ARHGEF10L	0.12778600732282822	1.4323781957132758e-10	1
DNAJC25	DNAJC25	0.12756084058075487	1.5434560751445862e-10	1
RPN1	RPN1	0.12755025377762602	1.5488807139127894e-10	1
RAB20	RAB20	0.12753618417893345	1.5561187473275678e-10	1
TRMT6	TRMT6	0.1273534445958403	1.653182548849995e-10	1
IDH1	IDH1	0.12734258043414046	1.6591357170797468e-10	1
C14orf159	C14orf159	0.1271729256945209	1.7548620187821986e-10	1
PARP10	PARP10	0.12712565941336768	1.782478562127278e-10	1
NUP93	NUP93	0.12705044581441327	1.8273012378962154e-10	1
CREG1	CREG1	0.12673563461186846	2.027152684348217e-10	1
CISD3	CISD3	0.12661396096779126	2.1099818570773413e-10	1
TMEM9B	TMEM9B	0.12641078847635795	2.25571274879587e-10	1
PLD3	PLD3	0.12640824272390316	2.2575996857384113e-10	1
DNTTIP2	DNTTIP2	0.1263336352941468	2.3135889069574653e-10	1
EXOSC4	EXOSC4	0.12622690118141155	2.3960508639002557e-10	1
CLN6	CLN6	0.12569484585552157	2.8518437488385634e-10	1
SNAPC5	SNAPC5	0.12552227081428327	3.017094476032504e-10	1
ACOT13	ACOT13	0.12550071242767094	3.038383329819996e-10	1
